ID;Date octroi;Nom;Prénom;Principal FC;Taux;Durée;Intérêt FC;Total FC;Remboursé FC;Solde FC;Échéance;Statut
225;2025-07-01;Mukendi41;Jean41;1872044.0;10.0%;7 mois;109202.0;1981246.0;187555.0;1793691.0;2026-01-15;en_retard
400;2025-07-01;Mukendi41;Jean41;1687312.0;10.0%;5 mois;70304.0;1757616.0;290756.0;1466860.0;2027-06-01;actif
362;2025-07-01;Mukendi42;Jean42;124084.0;10.0%;12 mois;12408.0;136492.0;34136.0;102356.0;2027-06-01;actif
378;2025-07-01;Mukendi42;Jean42;1023109.0;10.0%;15 mois;127888.0;1150997.0;499365.0;651632.0;2027-06-01;actif
164;2025-07-01;Mukendi43;Jean43;176059.0;10.0%;12 mois;17605.0;193664.0;26305.0;167359.0;2026-01-15;en_retard
224;2025-07-01;Mukendi43;Jean43;1963132.0;10.0%;13 mois;212672.0;2175804.0;314760.0;1861044.0;2026-01-15;en_retard
312;2025-07-01;Mukendi43;Jean43;641936.0;10.0%;14 mois;74892.0;716828.0;316900.0;399928.0;2027-06-01;actif
364;2025-07-01;Mukendi43;Jean43;1251374.0;10.0%;4 mois;41712.0;1293086.0;305925.0;987161.0;2027-06-01;actif
479;2025-07-01;Mukendi43;Jean43;1262408.0;10.0%;10 mois;105200.0;1367608.0;90674.0;1276934.0;2027-06-01;actif
340;2025-07-01;Mukendi44;Jean44;1045877.0;10.0%;7 mois;61009.0;1106886.0;197370.0;909516.0;2027-06-01;actif
369;2025-07-01;Mukendi44;Jean44;1958684.0;10.0%;7 mois;114256.0;2072940.0;691174.0;1381766.0;2027-06-01;actif
441;2025-07-01;Mukendi44;Jean44;753602.0;10.0%;5 mois;31400.0;785002.0;63305.0;721697.0;2027-06-01;actif
451;2025-07-01;Mukendi44;Jean44;1330390.0;10.0%;4 mois;44346.0;1374736.0;625236.0;749500.0;2027-06-01;actif
202;2025-07-01;Mukendi45;Jean45;1994276.0;10.0%;17 mois;282522.0;2276798.0;1027484.0;1249314.0;2026-01-15;en_retard
239;2025-07-01;Mukendi45;Jean45;388344.0;10.0%;12 mois;38834.0;427178.0;160193.0;266985.0;2026-01-15;en_retard
323;2025-07-01;Mukendi45;Jean45;695997.0;10.0%;15 mois;86999.0;782996.0;36494.0;746502.0;2027-06-01;actif
111;2025-07-01;Mukendi46;Jean46;1203361.0;10.0%;15 mois;150420.0;1353781.0;529208.0;824573.0;2026-01-15;en_retard
252;2025-07-01;Mukendi46;Jean46;1903177.0;10.0%;10 mois;158598.0;2061775.0;743007.0;1318768.0;2026-01-15;en_retard
347;2025-07-01;Mukendi46;Jean46;1002934.0;10.0%;16 mois;133724.0;1136658.0;471907.0;664751.0;2027-06-01;actif
452;2025-07-01;Mukendi46;Jean46;1554074.0;10.0%;18 mois;233111.0;1787185.0;641780.0;1145405.0;2027-06-01;actif
19;2025-07-01;Mukendi47;Jean47;1841412.0;10.0%;3 mois;46035.0;1887447.0;131113.0;1756334.0;2026-01-15;en_retard
197;2025-07-01;Mukendi47;Jean47;1837044.0;10.0%;15 mois;229630.0;2066674.0;515318.0;1551356.0;2026-01-15;en_retard
397;2025-07-01;Mukendi47;Jean47;581283.0;10.0%;12 mois;58128.0;639411.0;244819.0;394592.0;2027-06-01;actif
47;2025-07-01;Mukendi48;Jean48;1839881.0;10.0%;5 mois;76661.0;1916542.0;191267.0;1725275.0;2026-01-15;en_retard
151;2025-07-01;Mukendi48;Jean48;722637.0;10.0%;14 mois;84307.0;806944.0;311362.0;495582.0;2026-01-15;en_retard
420;2025-07-01;Mukendi48;Jean48;676776.0;10.0%;15 mois;84597.0;761373.0;55977.0;705396.0;2027-06-01;actif
422;2025-07-01;Mukendi48;Jean48;343481.0;10.0%;4 mois;11449.0;354930.0;50618.0;304312.0;2027-06-01;actif
79;2025-07-01;Mukendi49;Jean49;94780.0;10.0%;15 mois;11847.0;106627.0;23472.0;83155.0;2026-01-15;en_retard
262;2025-07-01;Mukendi49;Jean49;743139.0;10.0%;13 mois;80506.0;823645.0;352569.0;471076.0;2026-01-15;en_retard
393;2025-07-01;Mukendi49;Jean49;121390.0;10.0%;3 mois;3034.0;124424.0;40592.0;83832.0;2027-06-01;actif
9;2025-07-01;Mukendi50;Jean50;1259750.0;10.0%;8 mois;83983.0;1343733.0;298433.0;1045300.0;2026-01-15;en_retard
171;2025-07-01;Mukendi50;Jean50;1099940.0;10.0%;17 mois;155824.0;1255764.0;587923.0;667841.0;2026-01-15;en_retard
201;2025-07-01;Mukendi51;Jean51;1639172.0;10.0%;9 mois;122937.0;1762109.0;69348.0;1692761.0;2026-01-15;en_retard
217;2025-07-01;Mukendi51;Jean51;1900838.0;10.0%;17 mois;269285.0;2170123.0;189120.0;1981003.0;2026-01-15;en_retard
257;2025-07-01;Mukendi51;Jean51;1497070.0;10.0%;12 mois;149707.0;1646777.0;266776.0;1380001.0;2026-01-15;en_retard
279;2025-07-01;Mukendi51;Jean51;1965441.0;10.0%;5 mois;81893.0;2047334.0;465330.0;1582004.0;2026-01-15;en_retard
419;2025-07-01;Mukendi51;Jean51;420395.0;10.0%;4 mois;14013.0;434408.0;100706.0;333702.0;2027-06-01;actif
437;2025-07-01;Mukendi51;Jean51;943830.0;10.0%;13 mois;102248.0;1046078.0;425470.0;620608.0;2027-06-01;actif
469;2025-07-01;Mukendi51;Jean51;837548.0;10.0%;10 mois;69795.0;907343.0;38550.0;868793.0;2027-06-01;actif
449;2025-07-01;Mukendi52;Jean52;350076.0;10.0%;11 mois;32090.0;382166.0;137124.0;245042.0;2027-06-01;actif
64;2025-07-01;Mukendi53;Jean53;1041587.0;10.0%;15 mois;130198.0;1171785.0;327270.0;844515.0;2026-01-15;en_retard
99;2025-07-01;Mukendi53;Jean53;1425206.0;10.0%;18 mois;213780.0;1638986.0;83840.0;1555146.0;2026-01-15;en_retard
160;2025-07-01;Mukendi53;Jean53;1601919.0;10.0%;9 mois;120143.0;1722062.0;213701.0;1508361.0;2026-01-15;en_retard
234;2025-07-01;Mukendi53;Jean53;152590.0;10.0%;8 mois;10172.0;162762.0;19432.0;143330.0;2026-01-15;en_retard
247;2025-07-01;Mukendi53;Jean53;1333569.0;10.0%;4 mois;44452.0;1378021.0;114611.0;1263410.0;2026-01-15;en_retard
290;2025-07-01;Mukendi53;Jean53;722934.0;10.0%;9 mois;54220.0;777154.0;100949.0;676205.0;2026-01-15;en_retard
457;2025-07-01;Mukendi53;Jean53;629708.0;10.0%;4 mois;20990.0;650698.0;101564.0;549134.0;2027-06-01;actif
461;2025-07-01;Mukendi53;Jean53;961572.0;10.0%;11 mois;88144.0;1049716.0;350533.0;699183.0;2027-06-01;actif
440;2025-07-01;Mukendi54;Jean54;1652702.0;10.0%;4 mois;55090.0;1707792.0;621894.0;1085898.0;2027-06-01;actif
5;2025-07-01;Mukendi55;Jean55;1756700.0;10.0%;11 mois;161030.0;1917730.0;499687.0;1418043.0;2026-01-15;en_retard
55;2025-07-01;Mukendi55;Jean55;767043.0;10.0%;16 mois;102272.0;869315.0;163355.0;705960.0;2026-01-15;en_retard
69;2025-07-01;Mukendi55;Jean55;286828.0;10.0%;10 mois;23902.0;310730.0;113812.0;196918.0;2026-01-15;en_retard
128;2025-07-01;Mukendi55;Jean55;1589867.0;10.0%;5 mois;66244.0;1656111.0;758729.0;897382.0;2026-01-15;en_retard
326;2025-07-01;Mukendi55;Jean55;1763443.0;10.0%;7 mois;102867.0;1866310.0;930361.0;935949.0;2027-06-01;actif
392;2025-07-01;Mukendi56;Jean56;1570960.0;10.0%;12 mois;157096.0;1728056.0;264132.0;1463924.0;2027-06-01;actif
199;2025-07-01;Mukendi57;Jean57;117590.0;10.0%;16 mois;15678.0;133268.0;1967.0;131301.0;2026-01-15;en_retard
414;2025-07-01;Mukendi57;Jean57;56936.0;10.0%;15 mois;7117.0;64053.0;31265.0;32788.0;2027-06-01;actif
134;2025-07-01;Mukendi58;Jean58;1617995.0;10.0%;3 mois;40449.0;1658444.0;664678.0;993766.0;2026-01-15;en_retard
468;2025-07-01;Mukendi58;Jean58;255655.0;10.0%;10 mois;21304.0;276959.0;108159.0;168800.0;2027-06-01;actif
155;2025-07-01;Mukendi59;Jean59;468770.0;10.0%;14 mois;54689.0;523459.0;40892.0;482567.0;2026-01-15;en_retard
194;2025-07-01;Mukendi59;Jean59;534258.0;10.0%;3 mois;13356.0;547614.0;188356.0;359258.0;2026-01-15;en_retard
307;2025-07-01;Mukendi59;Jean59;519330.0;10.0%;7 mois;30294.0;549624.0;135293.0;414331.0;2027-06-01;actif
20;2025-07-01;Mukendi60;Jean60;1438361.0;10.0%;11 mois;131849.0;1570210.0;780009.0;790201.0;2026-01-15;en_retard
231;2025-07-01;Mukendi60;Jean60;504817.0;10.0%;18 mois;75722.0;580539.0;237889.0;342650.0;2026-01-15;en_retard
320;2025-07-01;Mukendi60;Jean60;412986.0;10.0%;5 mois;17207.0;430193.0;193820.0;236373.0;2027-06-01;actif
371;2025-07-01;Mukendi60;Jean60;1066947.0;10.0%;8 mois;71129.0;1138076.0;553007.0;585069.0;2027-06-01;actif
465;2025-07-01;Mukendi60;Jean60;1562891.0;10.0%;17 mois;221409.0;1784300.0;621497.0;1162803.0;2027-06-01;actif
