ID;Date;Nom;Prénom;Type;Montant FC;Description;Annulé
665;2025-12-05;Mukendi29;Jean29;solidarite;24992.0;;Non
743;2025-12-05;Mukendi44;Jean44;ordinaire;16655.0;;Non
946;2025-12-05;Mukendi14;Jean140;solidarite;34126.0;;Non
58;2025-12-05;Mukendi14;Jean143;urgence;54264.0;;Non
746;2025-12-04;Mukendi32;Jean32;solidarite;99274.0;;Non
61;2025-12-04;Mukendi63;Jean63;ordinaire;35970.0;;Non
513;2025-12-04;Mukendi12;Jean128;solidarite;93216.0;;Non
958;2025-12-04;Mukendi13;Jean130;urgence;10836.0;;Non
528;2025-12-03;Mukendi11;Jean11;solidarite;56534.0;;Non
892;2025-12-03;Mukendi41;Jean41;urgence;34903.0;;Non
342;2025-12-03;Mukendi10;Jean100;urgence;17901.0;;Non
807;2025-12-02;Mukendi61;Jean61;urgence;35934.0;;Non
437;2025-12-02;Mukendi76;Jean76;ordinaire;60446.0;;Non
284;2025-12-02;Mukendi90;Jean90;solidarite;88207.0;;Non
18;2025-12-02;Mukendi10;Jean108;solidarite;54883.0;;Non
330;2025-12-02;Mukendi11;Jean118;urgence;77064.0;;Non
469;2025-12-02;Mukendi14;Jean148;ordinaire;76711.0;;Non
824;2025-12-01;Mukendi75;Jean75;ordinaire;17691.0;;Non
908;2025-12-01;Mukendi81;Jean81;ordinaire;90228.0;;Non
1097;2025-11-28;Mukendi45;Jean45;urgence;75233.0;;Non
261;2025-11-28;Mukendi64;Jean64;ordinaire;23871.0;;Non
74;2025-11-28;Mukendi84;Jean84;solidarite;82678.0;;Non
1072;2025-11-28;Mukendi88;Jean88;solidarite;28752.0;;Non
858;2025-11-28;Mukendi13;Jean133;urgence;55870.0;;Non
1103;2025-11-27;Mukendi26;Jean26;urgence;93240.0;;Non
192;2025-11-27;Mukendi29;Jean29;ordinaire;61482.0;;Non
319;2025-11-27;Mukendi89;Jean89;urgence;47019.0;;Non
290;2025-11-27;Mukendi14;Jean142;urgence;4441.0;;Non
176;2025-11-27;Mukendi14;Jean147;ordinaire;77955.0;;Non
995;2025-11-26;Mukendi0;Jean0;solidarite;45742.0;;Non
702;2025-11-26;Mukendi12;Jean12;ordinaire;7021.0;;Non
912;2025-11-26;Mukendi56;Jean56;urgence;90957.0;;Non
343;2025-11-26;Mukendi79;Jean79;solidarite;74259.0;;Non
694;2025-11-26;Mukendi96;Jean96;ordinaire;60243.0;;Non
217;2025-11-26;Mukendi13;Jean135;urgence;55008.0;;Non
1052;2025-11-25;Mukendi16;Jean16;urgence;28627.0;;Non
835;2025-11-25;Mukendi25;Jean25;urgence;63847.0;;Non
231;2025-11-25;Mukendi48;Jean48;solidarite;82381.0;;Non
504;2025-11-25;Mukendi86;Jean86;urgence;39669.0;;Non
478;2025-11-25;Mukendi87;Jean87;solidarite;72601.0;;Non
701;2025-11-25;Mukendi14;Jean144;solidarite;64614.0;;Non
239;2025-11-24;Mukendi19;Jean19;ordinaire;19449.0;;Non
829;2025-11-24;Mukendi22;Jean22;urgence;93925.0;;Non
1175;2025-11-24;Mukendi73;Jean73;solidarite;13190.0;;Non
742;2025-11-24;Mukendi79;Jean79;urgence;88304.0;;Non
1023;2025-11-24;Mukendi11;Jean115;urgence;14432.0;;Non
213;2025-11-23;Mukendi23;Jean23;ordinaire;57881.0;;Non
341;2025-11-23;Mukendi36;Jean36;solidarite;46851.0;;Non
37;2025-11-23;Mukendi80;Jean80;ordinaire;35179.0;;Non
1172;2025-11-23;Mukendi97;Jean97;ordinaire;84055.0;;Non
1016;2025-11-23;Mukendi12;Jean122;urgence;77389.0;;Non
210;2025-11-23;Mukendi13;Jean136;solidarite;50808.0;;Non
1182;2025-11-22;Mukendi27;Jean27;ordinaire;16712.0;;Non
716;2025-11-22;Mukendi35;Jean35;ordinaire;51164.0;;Non
578;2025-11-22;Mukendi95;Jean95;urgence;8923.0;;Non
532;2025-11-22;Mukendi96;Jean96;ordinaire;50236.0;;Non
738;2025-11-22;Mukendi10;Jean100;urgence;77865.0;;Non
302;2025-11-22;Mukendi11;Jean110;solidarite;15534.0;;Non
639;2025-11-21;Mukendi11;Jean11;urgence;74822.0;;Non
963;2025-11-21;Mukendi11;Jean11;ordinaire;2267.0;;Non
232;2025-11-21;Mukendi35;Jean35;ordinaire;83345.0;;Non
788;2025-11-21;Mukendi10;Jean102;urgence;49790.0;;Non
979;2025-11-21;Mukendi12;Jean123;urgence;46318.0;;Non
1006;2025-11-20;Mukendi32;Jean32;solidarite;14573.0;;Non
84;2025-11-20;Mukendi72;Jean72;urgence;68561.0;;Non
1045;2025-11-20;Mukendi88;Jean88;ordinaire;59414.0;;Non
189;2025-11-20;Mukendi12;Jean124;ordinaire;16915.0;;Non
456;2025-11-20;Mukendi14;Jean140;urgence;37663.0;;Non
861;2025-11-20;Mukendi14;Jean146;urgence;68740.0;;Non
431;2025-11-20;Mukendi14;Jean148;ordinaire;21210.0;;Non
1002;2025-11-19;Mukendi31;Jean31;solidarite;60048.0;;Non
272;2025-11-19;Mukendi32;Jean32;urgence;37046.0;;Non
826;2025-11-19;Mukendi81;Jean81;ordinaire;81134.0;;Non
603;2025-11-19;Mukendi96;Jean96;ordinaire;57603.0;;Non
1001;2025-11-19;Mukendi10;Jean106;urgence;7094.0;;Non
323;2025-11-19;Mukendi14;Jean144;solidarite;76952.0;;Non
597;2025-11-18;Mukendi61;Jean61;solidarite;75277.0;;Non
23;2025-11-18;Mukendi14;Jean140;ordinaire;13833.0;;Non
1024;2025-11-18;Mukendi14;Jean143;urgence;30400.0;;Non
900;2025-11-17;Mukendi55;Jean55;solidarite;62171.0;;Non
489;2025-11-17;Mukendi61;Jean61;ordinaire;32779.0;;Non
975;2025-11-17;Mukendi80;Jean80;urgence;2620.0;;Non
820;2025-11-16;Mukendi40;Jean40;solidarite;96990.0;;Non
626;2025-11-16;Mukendi74;Jean74;urgence;97321.0;;Non
672;2025-11-16;Mukendi98;Jean98;urgence;74607.0;;Non
872;2025-11-16;Mukendi10;Jean105;solidarite;35620.0;;Non
450;2025-11-16;Mukendi12;Jean126;urgence;79317.0;;Non
719;2025-11-15;Mukendi38;Jean38;urgence;54963.0;;Non
582;2025-11-14;Mukendi4;Jean4;urgence;66826.0;;Non
299;2025-11-14;Mukendi20;Jean20;solidarite;36665.0;;Non
684;2025-11-14;Mukendi89;Jean89;urgence;94159.0;;Non
345;2025-11-14;Mukendi13;Jean134;urgence;13249.0;;Non
693;2025-11-14;Mukendi14;Jean147;solidarite;83890.0;;Non
123;2025-11-13;Mukendi6;Jean6;urgence;41888.0;;Non
505;2025-11-13;Mukendi49;Jean49;urgence;24002.0;;Non
436;2025-11-13;Mukendi77;Jean77;ordinaire;64300.0;;Non
134;2025-11-13;Mukendi11;Jean118;urgence;75691.0;;Non
1105;2025-11-13;Mukendi14;Jean145;solidarite;23786.0;;Non
615;2025-11-13;Mukendi14;Jean146;ordinaire;69302.0;;Non
243;2025-11-12;Mukendi67;Jean67;solidarite;77619.0;;Non
1068;2025-11-12;Mukendi76;Jean76;urgence;89773.0;;Non
904;2025-11-11;Mukendi16;Jean16;solidarite;45077.0;;Non
1102;2025-11-11;Mukendi11;Jean116;ordinaire;7086.0;;Non
1037;2025-11-10;Mukendi13;Jean13;urgence;82968.0;;Non
325;2025-11-10;Mukendi17;Jean17;solidarite;62462.0;;Non
781;2025-11-10;Mukendi30;Jean30;ordinaire;12851.0;;Non
724;2025-11-10;Mukendi72;Jean72;ordinaire;91502.0;;Non
85;2025-11-10;Mukendi85;Jean85;ordinaire;13240.0;;Non
429;2025-11-10;Mukendi14;Jean141;ordinaire;36972.0;;Non
486;2025-11-09;Mukendi20;Jean20;solidarite;46398.0;;Non
1110;2025-11-09;Mukendi58;Jean58;urgence;11104.0;;Non
593;2025-11-09;Mukendi69;Jean69;ordinaire;7102.0;;Non
898;2025-11-09;Mukendi78;Jean78;urgence;94420.0;;Non
407;2025-11-09;Mukendi93;Jean93;solidarite;53171.0;;Non
601;2025-11-09;Mukendi10;Jean101;ordinaire;43778.0;;Non
97;2025-11-08;Mukendi70;Jean70;solidarite;69327.0;;Non
1095;2025-11-08;Mukendi93;Jean93;ordinaire;66820.0;;Non
994;2025-11-08;Mukendi11;Jean115;ordinaire;15945.0;;Non
894;2025-11-08;Mukendi14;Jean146;ordinaire;29091.0;;Non
256;2025-11-07;Mukendi31;Jean31;ordinaire;60600.0;;Non
707;2025-11-06;Mukendi21;Jean21;urgence;49738.0;;Non
653;2025-11-06;Mukendi11;Jean118;solidarite;31389.0;;Non
430;2025-11-06;Mukendi13;Jean136;urgence;13245.0;;Non
606;2025-11-05;Mukendi39;Jean39;urgence;50807.0;;Non
1013;2025-11-05;Mukendi74;Jean74;solidarite;90995.0;;Non
1067;2025-11-05;Mukendi10;Jean100;solidarite;72529.0;;Non
690;2025-11-05;Mukendi10;Jean105;solidarite;8770.0;;Non
937;2025-11-05;Mukendi13;Jean134;solidarite;45280.0;;Non
650;2025-11-04;Mukendi29;Jean29;solidarite;3960.0;;Non
855;2025-11-04;Mukendi38;Jean38;urgence;99596.0;;Non
878;2025-11-04;Mukendi71;Jean71;urgence;65437.0;;Non
1060;2025-11-04;Mukendi80;Jean80;solidarite;3213.0;;Non
117;2025-11-03;Mukendi13;Jean13;ordinaire;46870.0;;Non
377;2025-11-03;Mukendi10;Jean106;urgence;25551.0;;Non
83;2025-11-03;Mukendi12;Jean121;ordinaire;97463.0;;Non
1076;2025-11-03;Mukendi14;Jean140;solidarite;10587.0;;Non
1157;2025-11-02;Mukendi59;Jean59;ordinaire;81634.0;;Non
494;2025-11-02;Mukendi73;Jean73;solidarite;43096.0;;Non
1019;2025-11-02;Mukendi97;Jean97;ordinaire;20048.0;;Non
1149;2025-11-01;Mukendi13;Jean13;solidarite;22068.0;;Non
1089;2025-11-01;Mukendi19;Jean19;urgence;3441.0;;Non
947;2025-11-01;Mukendi52;Jean52;urgence;92120.0;;Non
221;2025-11-01;Mukendi65;Jean65;solidarite;61236.0;;Non
1065;2025-11-01;Mukendi11;Jean112;solidarite;50992.0;;Non
268;2025-11-01;Mukendi13;Jean133;solidarite;40535.0;;Non
932;2025-11-01;Mukendi13;Jean135;ordinaire;25979.0;;Non
589;2025-11-01;Mukendi14;Jean141;ordinaire;63390.0;;Non
228;2025-10-28;Mukendi10;Jean101;ordinaire;36976.0;;Non
1170;2025-10-28;Mukendi11;Jean117;solidarite;90337.0;;Non
94;2025-10-27;Mukendi81;Jean81;solidarite;99992.0;;Non
822;2025-10-27;Mukendi91;Jean91;urgence;30260.0;;Non
1122;2025-10-27;Mukendi10;Jean105;ordinaire;79753.0;;Non
612;2025-10-26;Mukendi14;Jean141;urgence;13198.0;;Non
544;2025-10-25;Mukendi14;Jean147;urgence;42799.0;;Non
557;2025-10-24;Mukendi10;Jean10;ordinaire;10539.0;;Non
1012;2025-10-23;Mukendi55;Jean55;ordinaire;27330.0;;Non
683;2025-10-23;Mukendi60;Jean60;urgence;28509.0;;Non
397;2025-10-23;Mukendi75;Jean75;solidarite;41173.0;;Non
910;2025-10-23;Mukendi99;Jean99;ordinaire;97564.0;;Non
949;2025-10-23;Mukendi13;Jean133;urgence;36386.0;;Non
111;2025-10-22;Mukendi6;Jean6;urgence;52645.0;;Non
340;2025-10-22;Mukendi38;Jean38;ordinaire;44694.0;;Non
402;2025-10-22;Mukendi40;Jean40;ordinaire;5081.0;;Non
751;2025-10-22;Mukendi40;Jean40;ordinaire;34438.0;;Non
1197;2025-10-22;Mukendi46;Jean46;ordinaire;75895.0;;Non
167;2025-10-22;Mukendi59;Jean59;urgence;35675.0;;Non
483;2025-10-22;Mukendi70;Jean70;ordinaire;38721.0;;Non
748;2025-10-21;Mukendi16;Jean16;urgence;35465.0;;Non
434;2025-10-21;Mukendi53;Jean53;solidarite;75991.0;;Non
920;2025-10-20;Mukendi13;Jean13;urgence;84151.0;;Non
723;2025-10-20;Mukendi21;Jean21;urgence;33527.0;;Non
1128;2025-10-20;Mukendi24;Jean24;solidarite;24255.0;;Non
796;2025-10-20;Mukendi38;Jean38;urgence;5541.0;;Non
289;2025-10-20;Mukendi57;Jean57;urgence;57244.0;;Non
874;2025-10-20;Mukendi70;Jean70;ordinaire;53818.0;;Non
902;2025-10-20;Mukendi95;Jean95;urgence;74591.0;;Non
567;2025-10-19;Mukendi4;Jean4;urgence;35180.0;;Non
15;2025-10-19;Mukendi13;Jean138;urgence;18342.0;;Non
282;2025-10-18;Mukendi33;Jean33;ordinaire;73924.0;;Non
110;2025-10-18;Mukendi42;Jean42;ordinaire;62261.0;;Non
1104;2025-10-18;Mukendi70;Jean70;solidarite;98243.0;;Non
1130;2025-10-18;Mukendi12;Jean123;ordinaire;87427.0;;Non
54;2025-10-18;Mukendi13;Jean139;solidarite;5722.0;;Non
520;2025-10-18;Mukendi14;Jean140;ordinaire;67255.0;;Non
868;2025-10-17;Mukendi3;Jean3;urgence;92804.0;;Non
36;2025-10-17;Mukendi10;Jean107;urgence;87163.0;;Non
802;2025-10-17;Mukendi13;Jean139;solidarite;64527.0;;Non
1004;2025-10-16;Mukendi12;Jean12;solidarite;73512.0;;Non
970;2025-10-16;Mukendi40;Jean40;solidarite;14593.0;;Non
474;2025-10-16;Mukendi52;Jean52;urgence;54788.0;;Non
592;2025-10-16;Mukendi58;Jean58;urgence;28710.0;;Non
763;2025-10-16;Mukendi62;Jean62;solidarite;61807.0;;Non
634;2025-10-16;Mukendi96;Jean96;solidarite;10694.0;;Non
356;2025-10-15;Mukendi49;Jean49;urgence;49213.0;;Non
1150;2025-10-14;Mukendi23;Jean23;solidarite;20048.0;;Non
68;2025-10-14;Mukendi67;Jean67;ordinaire;6014.0;;Non
1070;2025-10-13;Mukendi10;Jean10;urgence;1659.0;;Non
202;2025-10-13;Mukendi48;Jean48;ordinaire;92422.0;;Non
311;2025-10-13;Mukendi80;Jean80;solidarite;76465.0;;Non
104;2025-10-13;Mukendi14;Jean149;ordinaire;92163.0;;Non
142;2025-10-12;Mukendi62;Jean62;urgence;41135.0;;Non
757;2025-10-12;Mukendi81;Jean81;ordinaire;36554.0;;Non
809;2025-10-11;Mukendi44;Jean44;ordinaire;24081.0;;Non
462;2025-10-11;Mukendi13;Jean131;solidarite;19321.0;;Non
157;2025-10-10;Mukendi13;Jean13;ordinaire;20887.0;;Non
223;2025-10-10;Mukendi18;Jean18;solidarite;58898.0;;Non
153;2025-10-10;Mukendi12;Jean125;ordinaire;14446.0;;Non
1177;2025-10-09;Mukendi80;Jean80;ordinaire;47338.0;;Non
34;2025-10-08;Mukendi60;Jean60;ordinaire;53923.0;;Non
159;2025-10-08;Mukendi10;Jean106;urgence;80471.0;;Non
628;2025-10-07;Mukendi10;Jean100;ordinaire;48843.0;;Non
998;2025-10-07;Mukendi10;Jean104;solidarite;15019.0;;Non
120;2025-10-07;Mukendi12;Jean121;ordinaire;88747.0;;Non
70;2025-10-07;Mukendi13;Jean130;solidarite;16157.0;;Non
1090;2025-10-07;Mukendi14;Jean148;solidarite;76877.0;;Non
662;2025-10-06;Mukendi89;Jean89;solidarite;47135.0;;Non
335;2025-10-06;Mukendi11;Jean112;urgence;69690.0;;Non
1114;2025-10-06;Mukendi12;Jean122;ordinaire;63786.0;;Non
1005;2025-10-06;Mukendi13;Jean130;urgence;24226.0;;Non
350;2025-10-05;Mukendi9;Jean9;solidarite;87760.0;;Non
700;2025-10-05;Mukendi72;Jean72;urgence;45270.0;;Non
595;2025-10-05;Mukendi80;Jean80;ordinaire;3052.0;;Non
623;2025-10-05;Mukendi85;Jean85;urgence;57441.0;;Non
358;2025-10-05;Mukendi10;Jean107;ordinaire;22241.0;;Non
666;2025-10-05;Mukendi13;Jean130;solidarite;51916.0;;Non
777;2025-10-04;Mukendi19;Jean19;ordinaire;27569.0;;Non
661;2025-10-04;Mukendi99;Jean99;solidarite;81125.0;;Non
266;2025-10-04;Mukendi11;Jean114;urgence;48453.0;;Non
527;2025-10-03;Mukendi0;Jean0;ordinaire;98754.0;;Non
1079;2025-10-03;Mukendi60;Jean60;solidarite;14113.0;;Non
211;2025-10-03;Mukendi12;Jean124;ordinaire;71912.0;;Non
421;2025-10-03;Mukendi13;Jean134;solidarite;54843.0;;Non
35;2025-10-03;Mukendi14;Jean148;ordinaire;78924.0;;Non
741;2025-10-02;Mukendi29;Jean29;urgence;60424.0;;Non
854;2025-10-02;Mukendi67;Jean67;solidarite;30654.0;;Non
404;2025-10-02;Mukendi93;Jean93;solidarite;48467.0;;Non
980;2025-10-02;Mukendi98;Jean98;urgence;20484.0;;Non
773;2025-10-02;Mukendi10;Jean100;urgence;10808.0;;Non
161;2025-10-02;Mukendi10;Jean109;urgence;41026.0;;Non
267;2025-10-02;Mukendi11;Jean115;ordinaire;67039.0;;Non
943;2025-10-02;Mukendi13;Jean136;ordinaire;82675.0;;Non
717;2025-10-01;Mukendi36;Jean36;urgence;9966.0;;Non
1164;2025-10-01;Mukendi49;Jean49;solidarite;60606.0;;Non
981;2025-09-28;Mukendi2;Jean2;ordinaire;85331.0;;Non
31;2025-09-28;Mukendi12;Jean12;solidarite;77569.0;;Non
1126;2025-09-28;Mukendi27;Jean27;ordinaire;3170.0;;Non
882;2025-09-28;Mukendi10;Jean104;solidarite;98117.0;;Non
1010;2025-09-28;Mukendi13;Jean131;urgence;40179.0;;Non
635;2025-09-28;Mukendi14;Jean149;urgence;53534.0;;Non
1167;2025-09-27;Mukendi29;Jean29;solidarite;68277.0;;Non
464;2025-09-27;Mukendi76;Jean76;solidarite;78820.0;;Non
79;2025-09-27;Mukendi14;Jean145;solidarite;40446.0;;Non
800;2025-09-26;Mukendi13;Jean134;urgence;33656.0;;Non
1187;2025-09-26;Mukendi14;Jean147;ordinaire;17809.0;;Non
158;2025-09-25;Mukendi21;Jean21;ordinaire;33530.0;;Non
992;2025-09-25;Mukendi57;Jean57;solidarite;60566.0;;Non
906;2025-09-25;Mukendi76;Jean76;ordinaire;25688.0;;Non
1047;2025-09-24;Mukendi29;Jean29;solidarite;51577.0;;Non
950;2025-09-24;Mukendi35;Jean35;ordinaire;55896.0;;Non
370;2025-09-24;Mukendi65;Jean65;ordinaire;29266.0;;Non
1030;2025-09-24;Mukendi94;Jean94;urgence;99973.0;;Non
518;2025-09-23;Mukendi20;Jean20;solidarite;69879.0;;Non
821;2025-09-23;Mukendi81;Jean81;urgence;23833.0;;Non
711;2025-09-22;Mukendi33;Jean33;ordinaire;78814.0;;Non
730;2025-09-22;Mukendi14;Jean145;solidarite;56163.0;;Non
984;2025-09-21;Mukendi12;Jean12;ordinaire;67444.0;;Non
562;2025-09-21;Mukendi72;Jean72;solidarite;50894.0;;Non
1011;2025-09-21;Mukendi80;Jean80;urgence;94306.0;;Non
317;2025-09-21;Mukendi85;Jean85;ordinaire;23037.0;;Non
470;2025-09-21;Mukendi14;Jean149;ordinaire;63973.0;;Non
735;2025-09-20;Mukendi21;Jean21;urgence;84956.0;;Non
148;2025-09-20;Mukendi70;Jean70;urgence;95972.0;;Non
936;2025-09-20;Mukendi74;Jean74;urgence;60759.0;;Non
93;2025-09-20;Mukendi11;Jean118;urgence;88500.0;;Non
1148;2025-09-20;Mukendi13;Jean130;solidarite;53502.0;;Non
274;2025-09-20;Mukendi13;Jean135;solidarite;39652.0;;Non
934;2025-09-19;Mukendi33;Jean33;solidarite;14462.0;;Non
374;2025-09-19;Mukendi13;Jean137;urgence;3154.0;;Non
1162;2025-09-19;Mukendi14;Jean140;urgence;38289.0;;Non
1091;2025-09-18;Mukendi9;Jean9;solidarite;73298.0;;Non
414;2025-09-18;Mukendi88;Jean88;ordinaire;94000.0;;Non
378;2025-09-18;Mukendi13;Jean134;ordinaire;48265.0;;Non
236;2025-09-17;Mukendi33;Jean33;solidarite;71701.0;;Non
1156;2025-09-17;Mukendi49;Jean49;urgence;5405.0;;Non
610;2025-09-17;Mukendi11;Jean110;urgence;59830.0;;Non
357;2025-09-17;Mukendi11;Jean118;solidarite;37932.0;;Non
954;2025-09-16;Mukendi75;Jean75;ordinaire;22020.0;;Non
1043;2025-09-16;Mukendi75;Jean75;urgence;29632.0;;Non
516;2025-09-16;Mukendi95;Jean95;urgence;55505.0;;Non
521;2025-09-15;Mukendi38;Jean38;solidarite;22566.0;;Non
577;2025-09-15;Mukendi38;Jean38;ordinaire;2198.0;;Non
446;2025-09-15;Mukendi48;Jean48;solidarite;21885.0;;Non
455;2025-09-15;Mukendi73;Jean73;solidarite;10637.0;;Non
525;2025-09-15;Mukendi11;Jean116;ordinaire;74912.0;;Non
185;2025-09-15;Mukendi13;Jean131;urgence;1150.0;;Non
867;2025-09-15;Mukendi14;Jean141;solidarite;43746.0;;Non
524;2025-09-14;Mukendi14;Jean14;ordinaire;60432.0;;Non
856;2025-09-14;Mukendi21;Jean21;solidarite;88574.0;;Non
552;2025-09-14;Mukendi36;Jean36;ordinaire;61689.0;;Non
652;2025-09-14;Mukendi14;Jean141;solidarite;21989.0;;Non
866;2025-09-13;Mukendi17;Jean17;solidarite;12406.0;;Non
329;2025-09-13;Mukendi23;Jean23;urgence;81610.0;;Non
1118;2025-09-13;Mukendi42;Jean42;ordinaire;34850.0;;Non
1107;2025-09-13;Mukendi64;Jean64;ordinaire;50326.0;;Non
851;2025-09-13;Mukendi67;Jean67;urgence;12945.0;;Non
834;2025-09-13;Mukendi12;Jean126;solidarite;50638.0;;Non
749;2025-09-12;Mukendi19;Jean19;solidarite;66031.0;;Non
805;2025-09-12;Mukendi71;Jean71;solidarite;8679.0;;Non
779;2025-09-12;Mukendi80;Jean80;ordinaire;54282.0;;Non
186;2025-09-12;Mukendi10;Jean105;ordinaire;8104.0;;Non
871;2025-09-12;Mukendi14;Jean144;solidarite;14237.0;;Non
561;2025-09-11;Mukendi52;Jean52;ordinaire;52987.0;;Non
66;2025-09-11;Mukendi13;Jean130;urgence;53386.0;;Non
